Topic,Year,Source,Top_15_Words
Topic_13,1947,COHA,"year, government, state, man, power, public, policy, economic, interest, bank, production, war, industry, control, work"
Topic_13,1947,HBR,"economic, policy, government, production, interest, bank, man, year, industry, development, control, relation, increase, state, power"
Topic_13,1947,ILR,"economic, government, year, industry, work, state, production, policy, increase, interest, case, country, public, condition, development"
Topic_13,1952,Shared,"year, man, work, group, continue, company, power, cost, people, system, public, case, employee, service, small"
Topic_13,1952,COHA,"year, man, work, people, power, public, government, continue, small, group, state, company, life, interest, cost"
Topic_13,1952,HBR,"man, year, work, company, continue, people, management, power, group, experience, system, interest, product, important, cost"
Topic_13,1952,ILR,"year, work, man, group, power, continue, system, case, government, public, service, employee, cost, industry, people"
Topic_13,1957,Shared,"year, work, government, public, change, industry, group, people, state, service, economic, company, system, price, small"
Topic_13,1957,COHA,"year, government, public, work, state, people, life, man, small, world, power, industry, group, change, program"
Topic_13,1957,HBR,"government, year, people, work, program, public, company, page, life, management, change, individual, economic, control, system"
Topic_13,1957,ILR,"work, year, government, public, economic, industry, state, service, change, group, system, country, organization, program, people"
Topic_13,1962,Shared,"work, man, year, price, industry, group, cost, government, company, change, case, system, decision, public, market"
Topic_13,1962,COHA,"man, year, work, government, public, price, people, group, industry, state, national, small, line, action, company"
Topic_13,1962,HBR,"man, company, work, decision, management, year, government, system, organization, action, people, change, group, control, price"
Topic_13,1962,ILR,"work, year, man, government, industry, group, case, public, system, organization, change, price, decision, provide, service"
Topic_13,1967,Shared,"man, company, cost, price, year, market, change, job, industry, show, management, level, base, rate, low"
Topic_13,1967,COHA,"man, year, company, show, price, cost, job, market, change, industry, work, people, real, low, end"
Topic_13,1967,HBR,"man, company, management, job, product, market, change, cost, year, executive, manager, industry, people, price, marketing"
Topic_13,1967,ILR,"man, work, year, industry, job, change, company, level, cost, show, market, service, case, result, low"
Topic_13,1972,Shared,"work, job, system, company, year, state, people, major, economic, policy, government, plan, set, development, executive"
Topic_13,1972,COHA,"state, people, year, work, government, life, major, job, system, foreign, set, public, company, action, power"
Topic_13,1972,HBR,"company, work, executive, people, system, organization, job, management, question, year, state, major, action, important, plan"
Topic_13,1972,ILR,"work, system, job, economic, state, year, country, development, government, organization, policy, question, people, set, plan"
Topic_13,1977,Shared,"people, government, year, public, state, work, world, man, issue, change, policy, power, support, service, market"
Topic_13,1977,COHA,"people, government, year, state, public, world, man, work, power, political, issue, support, policy, life, law"
Topic_13,1977,HBR,"people, government, year, public, state, work, issue, world, man, company, support, board, change, system, power"
Topic_13,1977,ILR,"government, people, year, work, public, state, world, policy, change, issue, economic, service, man, system, support"
Topic_13,1982,Shared,"company, government, people, public, program, world, development, economic, system, important, management, major, market, role, year"
Topic_13,1982,COHA,"government, people, company, public, world, program, year, major, american, small, action, state, important, foreign, economic"
Topic_13,1982,HBR,"company, people, government, management, program, manager, public, world, system, important, role, action, process, major, market"
Topic_13,1982,ILR,"government, company, program, public, people, economic, development, system, policy, job, work, role, important, world, management"
Topic_13,1987,Shared,"company, work, management, year, market, system, cost, world, important, people, small, industry, product, change, manager"
Topic_13,1987,COHA,"company, year, world, work, people, management, market, american, small, system, important, cost, call, school, director"
Topic_13,1987,HBR,"company, management, work, people, world, year, system, market, important, manager, call, cost, product, director, team"
Topic_13,1987,ILR,"company, work, year, management, system, market, world, cost, industry, important, small, people, policy, change, country"
Topic_13,1992,Shared,"company, people, work, market, change, organization, year, research, real, system, program, job, set, business, important"
Topic_13,1992,COHA,"people, company, work, year, change, market, business, real, world, organization, today, set, research, put, end"
Topic_13,1992,HBR,"people, company, work, organization, change, market, year, leader, business, system, world, today, research, real, set"
Topic_13,1992,ILR,"work, people, company, change, market, organization, year, system, research, real, job, program, set, service, important"
Topic_13,1997,Shared,"people, work, year, world, system, office, service, information, change, government, call, end, company, employee, pay"
Topic_13,1997,COHA,"people, year, work, world, office, system, end, power, government, family, open, call, public, service, information"
Topic_13,1997,HBR,"people, work, year, world, system, company, organization, information, service, call, office, change, employee, board, start"
